# ALPHA = 0.05
# TOT_SETS = 10651


# _SET1_ SET = Curated_gene_sets:kegg_pathways_in_cancer
# _SET1_ NGENES = 318
# _SET1_ P = 3.83538e-06
_SET1_     GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET8_     ENSG00000128708     2  172773958  172853599    276      44  116715     -0.34848      0.63626
_SET8_     ENSG00000144355     2  172944468  172959405     55      24  110196     -0.96545      0.83284
_SET8_     ENSG00000115844     2  172959167  172972628     43      20  115406      0.14383      0.44282
_SET8_     ENSG00000172845     2  174766187  174835430    308      42  120578     -0.23616      0.59335
_SET8_     ENSG00000138433     2  175207750  175265443    183      44  113639      0.80241      0.21116
_SET8_     ENSG00000115966     2  175931978  176038110    406      37  110693      -0.6535      0.74328
_SET8_     ENSG00000128709     2  176982088  176994853     44      19  113380     -0.28314      0.61147
_SET8_     ENSG00000175879     2  176989422  177002423     47      16  118251    -0.099075      0.53946
_SET8_     ENSG00000180228     2  179291141  179321239     85      37   99290      -0.8717      0.80831
_SET8_     ENSG00000128699     2  190630049  190654097    102      24  115111       1.3107     0.094986
_SET8_     ENSG00000138386     2  191506472  191562492    196      42  121369       2.4051    0.0080851
_SET8_     ENSG00000115415     2  191824084  191890686    263      48  119176       2.0105     0.022191
_SET8_     ENSG00000119042     2  200129223  200340989    489      73  110219      0.61238      0.27014
_SET8_     ENSG00000196290     2  201749050  201773655     56      25  109093    -0.099462      0.53961
_SET8_     ENSG00000115942     2  201768696  201833403    135      39  112729     -0.29722      0.61685
_SET8_     ENSG00000116030     2  203065903  203108331    133      31  117376     -0.13317      0.55297
_SET8_     ENSG00000204217     2  203236659  203437474    601      57  113082      0.73691      0.23059
_SET8_     ENSG00000118260     2  208389461  208473155    246      53  110468       5.6304   8.9875e-09
_SET8_     ENSG00000138376     2  215585370  215679428    569      48  126855     -0.31952      0.62534
_SET8_     ENSG00000079246     2  216967187  217076026    434      66  115477      0.95781      0.16908
_SET8_     ENSG00000115461     2  217531828  217565248    140      29  109518      0.76481      0.22219
_SET8_     ENSG00000118245     2  217719181  217729787     52      18  126449      0.59368      0.27636
_SET8_     ENSG00000144580     2  219428303  219466803    124      20  114215     -0.94407      0.82743
_SET8_     ENSG00000163497     2  219840809  219855379     35      17   95512      0.26768      0.39447
_SET8_     ENSG00000135900     2  224817121  224837431     64      18  115175       -1.094      0.86301
_SET8_     ENSG00000036257     2  225329867  225455110    466      46  121427       1.0818      0.13966
_SET8_     ENSG00000153823     2  229710242  230141001   1928     203  122972     -0.32511      0.62745
_SET8_     ENSG00000153827     2  230623554  230792955    405      77  108086       1.1183      0.13172
_SET8_     ENSG00000067066     2  231275657  231413805    611      73  119405      -1.3576      0.91271
_SET8_     ENSG00000163273     2  232781530  232796113     49      28   97717      0.35396      0.36168
_SET8_     ENSG00000135930     2  233409762  233453354    180      25  128075        1.165      0.12201
_SET8_     ENSG00000204120     2  233557009  233730285    786      50  110948      0.87864       0.1898
_SET8_     ENSG00000124831     2  238531219  238727325   1338      97  109920      0.60359      0.27306
_SET8_     ENSG00000144485     2  239141908  239154303     67      10  133617      0.53914       0.2949
_SET8_     ENSG00000132326     2  239147679  239203743    240      57  119077     -0.60167       0.7263
_SET8_     ENSG00000233608     2  239751673  239800893    250      85   99056       2.1947     0.014091
_SET8_     ENSG00000068024     2  239964864  240328348   2118     202  113933     -0.33273      0.63033
_SET8_     ENSG00000134107     3    5015801    5032008     66      22  117645      -1.3356      0.90915
_SET8_     ENSG00000196277     3    6806688    7788215   5462     381  114318     -0.63164      0.73619
_SET8_     ENSG00000071282     3    8538393    8614805    392      51  124180       1.3303     0.091705
_SET8_     ENSG00000114026     3    9786628    9834903    158      50  108832    -0.093649      0.53731
_SET8_     ENSG00000134086     3   10177692   10198904    130      30  111363       1.9055      0.02836
_SET8_     ENSG00000134070     3   10201549   10290427    476      73  115982      0.23678      0.40641
_SET8_     ENSG00000132170     3   12323867   12480855    602      69  121687      0.47864       0.3161
_SET8_     ENSG00000182568     3   18381879   18492080    403      88  115552       1.3999     0.080776
_SET8_     ENSG00000174738     3   23981751   24027109    212      49  113014      0.24585       0.4029
_SET8_     ENSG00000151090     3   24153651   24541773   1895     207  115741      0.24454      0.40341
_SET8_     ENSG00000077092     3   25210823   25644423   2626     187  118168       1.5274     0.063332
_SET8_     ENSG00000163508     3   27752440   27769206     45      20  107892       1.6837      0.04612
_SET8_     ENSG00000206557     3   32854510   32944318    373      78  108191      0.37137      0.35518
_SET8_     ENSG00000153560     3   33424828   33487863    271      35  119512       1.8333      0.03338
_SET8_     ENSG00000076242     3   37029823   37112380    315      33  113903      0.12621      0.44978
_SET8_     ENSG00000114739     3   38490342   38539633    205      38  110885       2.8931    0.0019076
_SET8_     ENSG00000168036     3   41231328   41306587    217      51  108268     -0.99059      0.83906
_SET8_     ENSG00000144791     3   45591886   45732830    676      57  123082      0.81995      0.20612
_SET8_     ENSG00000121807     3   46390225   46407419     69      16  122255     -0.78124      0.78267
_SET8_     ENSG00000114353     3   50258724   50301787    101      36  111490      0.27608      0.39124
_SET8_     ENSG00000179837     3   51423731   51440330     34      14  112223      0.33415      0.36913
_SET8_     ENSG00000145041     3   51428298   51539010    305      53  104321      0.35454      0.36147
_SET8_     ENSG00000164082     3   51736086   51757629     47      24  107658      0.41728      0.33824
_SET8_     ENSG00000239732     3   52250096   52278183     98      32  112216      0.47162       0.3186
_SET8_     ENSG00000173366     3   52250097   52270206     72      28  112571      0.63584      0.26244
_SET8_     ENSG00000163935     3   52932588   53085766    549      44  114689      0.35186      0.36247
_SET8_     ENSG00000114251     3   55494743   55528973    123      47  114542       2.8339    0.0022991
_SET8_     ENSG00000163666     3   57226944   57265549    108      37  101621     0.094906      0.46219
_SET8_     ENSG00000153266     3   62350356   62364999     41      23   99046       1.7954     0.036297
_SET8_     ENSG00000144744     3   69098881   69134559    113      32  115943       1.4943     0.067554
_SET8_     ENSG00000187098     3   69783586   70022488   1008      61  113332        1.563     0.059025
_SET8_     ENSG00000114861     3   70998844   71638140   2374     229  113718      0.64319      0.26005
_SET8_     ENSG00000163602     3   72415976   72501069    329      56   98093     -0.77168      0.77985
_SET8_     ENSG00000144736     3   72793428   72916065    418      45  104831       1.1553      0.12399
_SET8_     ENSG00000064835     3   87303554   87330737     84      29  115852       2.4585    0.0069757
_SET8_     ENSG00000163320     3   88096094   88204035    407      24  116898     -0.58901      0.72207
_SET8_     ENSG00000170854     3   97655662   97696301    103      42  108737     -0.89803      0.81542
_SET8_     ENSG00000144834     3  111712511  111737734    144      43  122828      0.39634      0.34593
_SET8_     ENSG00000151577     3  113842499  113923254    332      56  116325      -2.7636      0.99714
_SET8_     ENSG00000181722     3  114051941  114871118   2809     212  112936      -0.5196      0.69833
_SET8_     ENSG00000144852     3  119494331  119542332    213      52  123368      0.21246      0.41587
_SET8_     ENSG00000051341     3  121145278  121269853    419      48  113323      0.16354      0.43505
_SET8_     ENSG00000180353     3  121345246  121384774    143      31  119291       2.0342     0.020967
_SET8_     ENSG00000163848     3  124939405  125099198    490      40  113448      -0.5244          0.7
_SET8_     ENSG00000179348     3  128193270  128217028     98      32  119554       1.8199     0.034388
_SET8_     ENSG00000198585     3  131095515  131112674     85      21   97330      -1.6788       0.9534
_SET8_     ENSG00000158092     3  136576050  136673665    349      30  113847       1.5751     0.057614
_SET8_     ENSG00000168875     3  137478579  137489396     43      15  115622      0.59389      0.27629
_SET8_     ENSG00000183770     3  138658066  138670982     48      13  122945       2.8987    0.0018738
_SET8_     ENSG00000177311     3  141038055  141173634    525      68  112684       3.4228    0.0003099
_SET8_     ENSG00000114126     3  141658277  141873386    932      36  123365     -0.21409      0.58476
_SET8_     ENSG00000175054     3  142163077  142302668    529      40  110124       2.0739     0.019043
_SET8_     ENSG00000018408     3  149230022  149459501   1156     133  120192     0.062432      0.47511
_SET8_     ENSG00000181788     3  150453914  150486264    127      26  112668     -0.99376      0.83983
_SET8_     ENSG00000138271     3  151006891  151039740    164      40  116004      -1.3788      0.91602
_SET8_     ENSG00000181631     3  151039100  151052336     46      17  124446      -1.1015      0.86465
_SET8_     ENSG00000168779     3  157809948  157829292     52      13  124010     -0.63372      0.73687
_SET8_     ENSG00000085276     3  168796287  169386406   2734     219  120163      0.72828      0.23322
_SET8_     ENSG00000136603     3  170070466  170119623    195      33  112048     -0.26156      0.60317
_SET8_     ENSG00000177565     3  176732143  176920261    837      84  111484      0.64404      0.25978
_SET8_     ENSG00000121864     3  179035779  179058323    118      26  116247       1.3231     0.092909
_SET8_     ENSG00000114416     3  180580929  180705541    467      56  114835      0.62735      0.26522
_SET8_     ENSG00000181449     3  181424714  181437221     27      15   86977     -0.68984      0.75485
_SET8_     ENSG00000163872     3  183410606  183535413    599      45  103445      0.99395      0.16012
_SET8_     ENSG00000145191     3  183847826  184407546   2805     279  117922        2.772     0.002786
_SET8_     ENSG00000073792     3  185356527  185547844    538      83  115341      0.19633      0.42218
_SET8_     ENSG00000156976     3  186495994  186512689     82      30  115784     -0.58356      0.72024
_SET8_     ENSG00000181092     3  186555463  186581252    128      46  117113      -1.3305      0.90832
_SET8_     ENSG00000113916     3  187434165  187468515    190      60  109325      0.93929      0.17379
_SET8_     ENSG00000073282     3  189344205  189620068   1530     203  120601      0.33347      0.36939
_SET8_     ENSG00000253548     3  191173952  191184245     78       9  124175       1.2461      0.10636
_SET8_     ENSG00000114315     3  193848934  193861521     31      14  104854       -1.414      0.92132
_SET8_     ENSG00000163961     3  196190654  196235639    266      37  106872     -0.75133      0.77377
_SET8_     ENSG00000075711     3  196764431  197031171   1215      67  113909        1.657     0.048764
_SET8_     ENSG00000159692     4    1200236    1248741    286      46  109118      -1.3037      0.90383
_SET8_     ENSG00000109685     4    1868151    1988934    344      77   90113      0.24321      0.40392
_SET8_     ENSG00000185049     4    1979441    2048630    243      67  101216     0.091958      0.46337
_SET8_     ENSG00000123933     4    2244159    2269021    109      26  113388      0.18621      0.42614
_SET8_     ENSG00000163132     4    4856393    4870663     74      29  123364      0.84588      0.19881
_SET8_     ENSG00000109501     4    6266576    6309992    302      30  117351    -0.022828      0.50911
_SET8_     ENSG00000215612     4    8842802    8878543    162      46   94753      0.74306      0.22872
_SET8_     ENSG00000109705     4   13537454   13551674     54      22  109292      0.20766      0.41775
_SET8_     ENSG00000137449     4   14999298   15076777    276      44  116292      0.12516       0.4502
_SET8_     ENSG00000004468     4   15774898   15859853    371      41  121117     -0.41741      0.66181
_SET8_     ENSG00000109819     4   23751664   23910712    780     135  117088      -1.4834      0.93101
_SET8_     ENSG00000168214     4   26160077   26441541   1190     120  107469       1.1652      0.12198
_SET8_     ENSG00000121892     4   39819483   39984576    591      55  122712     -0.20588      0.58156
_SET8_     ENSG00000170448     4   47844257   47921653    309      31  118641    -0.056059      0.52235
_SET8_     ENSG00000134852     4   56289070   56418305    580      29  126376     -0.34717      0.63577
_SET8_     ENSG00000171476     4   57509155   57553065    196      46  124537     -0.32708       0.6282
_SET8_     ENSG00000084093     4   57769075   57807010    167      41  119450     -0.18327      0.57271
_SET8_     ENSG00000124882     4   75225860   75259468    161      20  124919    -0.075867      0.53024
_SET8_     ENSG00000138767     4   78629541   78745769    313      44  114387       2.8215    0.0023901
_SET8_     ENSG00000138668     4   83268651   83300656    122      28  114505        2.283     0.011215
_SET8_     ENSG00000163623     4   85408140   85424603     58      24  100432       1.7838     0.037226
_SET8_     ENSG00000145335     4   90640250   90764466    572      44  124975      0.53865      0.29506
_SET8_     ENSG00000151247     4   99787835   99856788    301      37  122158       2.0882     0.018389
_SET8_     ENSG00000164032     4  100864243  100876545     43      20  112044       1.0626      0.14398
_SET8_     ENSG00000153064     4  102327443  103000969   3110     172  116990     -0.55575      0.71081
_SET8_     ENSG00000109320     4  103417486  103543459    474      58  114158       4.5229   3.0492e-06
_SET8_     ENSG00000109332     4  103710540  103795053    390      33  105612       1.7531     0.039788
_SET8_     ENSG00000138795     4  108963701  109095112    489      59  112330       2.7874    0.0026569
_SET8_     ENSG00000164093     4  111533579  111568279     92      34  110133     -0.35569      0.63897
_SET8_     ENSG00000145388     4  119601523  119641588    145      29  123084      0.97126      0.16571
_SET8_     ENSG00000138738     4  121601074  121849025   1252      70  121426      -1.3903      0.91779
_SET8_     ENSG00000109381     4  139944266  140103372    459      72  111757     -0.34774      0.63598
_SET8_     ENSG00000153147     4  144429616  144483639    178      33  112441      0.87388      0.19109
_SET8_     ENSG00000170365     4  146397346  146484231    349      52  104288      0.43559      0.33157
_SET8_     ENSG00000151615     4  147555045  147568626     61      26  109751     0.080296        0.468
_SET8_     ENSG00000151617     4  148397069  148471106    257      46  111687      0.76973      0.22073
_SET8_     ENSG00000109670     4  153237410  153462253    767      50  112273      0.67418       0.2501
_SET8_     ENSG00000145423     4  154696744  154715272     78      28  113569       3.0055    0.0013255
_SET8_     ENSG00000185149     4  156124781  156143230     85      30  115664  -0.00059143      0.50024
_SET8_     ENSG00000171497     4  159625286  159649548     71      26  109520     -0.23763      0.59392
_SET8_     ENSG00000052795     4  159685290  159834201    422      52  107335      0.25057      0.40107
_SET8_     ENSG00000164104     4  174247846  174261276     48      12  107395      0.53872      0.29504
_SET8_     ENSG00000164105     4  174286120  174303683     59      23   92883     -0.37531      0.64629
_SET8_     ENSG00000164107     4  174441120  174456380     60      26  108510       0.3942      0.34672
_SET8_     ENSG00000151718     4  184015446  184246930    902      82  105152       1.1881       0.1174
_SET8_     ENSG00000168310     4  185303867  185400734    483     121  114847       1.1023      0.13517
_SET8_     ENSG00000187821     4  185934995  185946958     60      24  117101     -0.43332      0.66761
_SET8_     ENSG00000063438     5     299291     443406    883      90  111074      0.40209      0.34381
_SET8_     ENSG00000164362     5    1248262    1300184    292      91  102300       1.9149     0.027755
_SET8_     ENSG00000153395     5    1451595    1529092    462      93  117373       0.4843      0.31409
_SET8_     ENSG00000112977     5   10674342   10766384    426      36  124340       0.4887      0.31253
_SET8_     ENSG00000154124     5   14659773   14704820    163      48  103045      0.79593      0.21304
_SET8_     ENSG00000176788     5   17060707   17281943   1204     164  112888     -0.71957      0.76411
_SET8_     ENSG00000113360     5   31395604   31537303    615      77  118413     -0.20246      0.58022
_SET8_     ENSG00000164190     5   36871861   37071515    546      68  109169      0.18182      0.42786
_SET8_     ENSG00000153071     5   39366780   39467402    508      69  118502       3.0703    0.0010693
_SET8_     ENSG00000132356     5   40754481   40803476    156      39  110919      0.75811      0.22419
_SET8_     ENSG00000016082     5   50673921   50695564     76      25  111824      0.99559      0.15973
_SET8_     ENSG00000134363     5   52771239   52787964     71      27  126007       1.8188     0.034469
_SET8_     ENSG00000145649     5   54393476   54411080     61      13  102055      0.41513      0.33902
_SET8_     ENSG00000112851     5   65217303   65383377    394      56  108899     -0.17832      0.57076
_SET8_     ENSG00000152942     5   68660120   68715628    172      35  103707     -0.19853      0.57869
_SET8_     ENSG00000178175     5   71733479   71808554    308      42  119622       2.6196    0.0044014
_SET8_     ENSG00000251493     5   72735654   72749352     41      18  111350       1.9383     0.026291
_SET8_     ENSG00000171617     5   73918234   73942249     89      30  100887      -1.3789      0.91604
_SET8_     ENSG00000113318     5   79945467   80177279   1015      56  119335      0.70831      0.23938
_SET8_     ENSG00000081189     5   88008975   88204922    575      60  112279      -1.6764      0.95317
_SET8_     ENSG00000175745     5   92914043   92935321     43      24  102232      0.29426      0.38428
_SET8_     ENSG00000061455     5  122419816  122534960    600      64  121831     -0.24085      0.59517
_SET8_     ENSG00000217128     5  130972407  131137710    459      56  108698    -0.078302      0.53121
_SET8_     ENSG00000125347     5  131812301  131831490    107      12  122689       2.3697    0.0089025
_SET8_     ENSG00000113522     5  131886711  131985313    359      34  107277        1.335     0.090935
_SET8_     ENSG00000113520     5  132004678  132023368     82      24  102951    -0.028996      0.51157
_SET8_     ENSG00000081059     5  133445402  133492556    220      45  110168       1.1361      0.12795
_SET8_     ENSG00000119048     5  133701870  133732683    112      24  105908       1.2052      0.11406
_SET8_     ENSG00000069011     5  134358425  134375503     71      17  117593        2.376      0.00875
_SET8_     ENSG00000113648     5  134664590  134740604    227      55  111195       1.3453     0.089269
_SET8_     ENSG00000120738     5  137796179  137810004     49      18  118518       2.1831     0.014515
_SET8_     ENSG00000120727     5  138672276  138710406     90      45  100934      -1.2898      0.90145
_SET8_     ENSG00000171604     5  139021884  139068467    147      42  107659       1.5597     0.059419
_SET8_     ENSG00000185129     5  139482362  139501321     32      22   93255     -0.13746      0.55466
_SET8_     ENSG00000243056     5  139922251  139934163     27      13  108027     -0.39032      0.65185
_SET8_     ENSG00000178913     5  140693057  140705330     56      15  123703       1.1502      0.12503
_SET8_     ENSG00000171720     5  140995443  141021437    109      40  115760     -0.70933      0.76094
_SET8_     ENSG00000131507     5  141483070  141539005    279      31  122585     -0.79157      0.78569
_SET8_     ENSG00000113649     5  145821874  145896524    258      29  119619       1.3263     0.092364
_SET8_     ENSG00000155846     5  149104861  149239585    648      72  119312      0.75411      0.22539
_SET8_     ENSG00000164587     5  149817753  149834319    104      21  112867      0.57722       0.2819
_SET8_     ENSG00000113196     5  153849532  153862824     41      24  119137      0.59226      0.27684
_SET8_     ENSG00000155508     5  154232113  154261353    101      22  116862     -0.08333      0.53321
_SET8_     ENSG00000135077     5  156507843  156574880    366      38  121758     0.071956      0.47132
_SET8_     ENSG00000145934     5  166706804  167696162   3994     376  111829      0.62606      0.26564
_SET8_     ENSG00000113645     5  167713656  167904308   1087     162  115094      0.17797      0.42937
_SET8_     ENSG00000072803     5  171283553  171438877    423      68  105433      0.15578       0.4381
_SET8_     ENSG00000120129     5  172190093  172203198     76      26  119328       1.0812      0.13981
_SET8_     ENSG00000164463     5  172478355  172571291    328      41  117817      0.72355      0.23467
_SET8_     ENSG00000183072     5  172654112  172667360     52      24  106531      0.41205      0.34015
_SET8_     ENSG00000113742     5  173310283  173393979    295      37  124504       2.1306     0.016563
_SET8_     ENSG00000120149     5  174146536  174162896     65      25  105242      0.20135      0.42021
_SET8_     ENSG00000087206     5  176327006  176454634    589      35  116377      0.42355      0.33595
_SET8_     ENSG00000165671     5  176555026  176732216    601      44  115458       4.2606   1.0193e-05
_SET8_     ENSG00000213347     5  176723462  176744758     69      31  113385       3.9232   4.3698e-05
_SET8_     ENSG00000175325     5  177414236  177428243     53      23  110885     -0.52122      0.69889
_SET8_     ENSG00000169131     5  178133593  178162703    169      22  116842     -0.87874      0.81023
_SET8_     ENSG00000178338     5  178281954  178320123    287      16  131213       1.1371      0.12776
_SET8_     ENSG00000113300     5  179916412  180010405    530      33  122462     -0.57121      0.71607
_SET8_     ENSG00000204628     5  180658909  180680096    106      26  108714     -0.55642      0.71104
_SET8_     ENSG00000112679     6     286630     356355    370     120   75790      0.38857       0.3488
_SET8_     ENSG00000137273     6    1385069    1400832     63      32  111912       2.4179    0.0078045
_SET8_     ENSG00000153046     6    4701393    4960785   1194     151  110329      0.61193      0.27029
_SET8_     ENSG00000124782     6    7102830    7257213    568      89  112822       1.0748      0.14123
_SET8_     ENSG00000153162     6    7722030    7886655    766     111  124074       1.7446     0.040528
_SET8_     ENSG00000137203     6   10388419   10424892    124      47  113767     -0.07111      0.52834
_SET8_     ENSG00000095951     6   12003995   12170232    815      86  114566      0.62313       0.2666
_SET8_     ENSG00000078401     6   12285596   12302427     76      28  119441      -0.9148      0.81985
_SET8_     ENSG00000124523     6   13569816   13619790    147      37  110019      0.96639      0.16692
_SET8_     ENSG00000008083     6   15241527   15527252   1365     103  115117        1.102      0.13522
_SET8_     ENSG00000124788     6   16294343   16766722   2312     287  118799     0.027824       0.4889
_SET8_     ENSG00000172201     6   19832617   19845915     63      27  116227       2.1498     0.015787
_SET8_     ENSG00000111802     6   24645205   24672261    150      41  122771     0.039552      0.48423
_SET8_     ENSG00000112312     6   24770159   24791327    107      22  123101      0.86247      0.19422
_SET8_     ENSG00000164508     6   25721291   25731790     74      16  125597     -0.12478      0.54965
_SET8_     ENSG00000198366     6   26015718   26026186     48      26  116802     -0.76835      0.77886
_SET8_     ENSG00000196176     6   26016907   26027278     53      28  117486      -1.0228      0.84679
_SET8_     ENSG00000124529     6   26022124   26032480     55      26  117101      -1.7295      0.95814
_SET8_     ENSG00000124693     6   26026817   26037288     64      30  117567      -1.9642      0.97525
_SET8_     ENSG00000137259     6   26028320   26038796     52      25  120665       -1.841      0.96719
_SET8_     ENSG00000196532     6   26040639   26051097     53      19  128340      -1.4894      0.93181
_SET8_     ENSG00000187837     6   26050968   26061699     54      27  110890      -1.0805      0.86004
_SET8_     ENSG00000197061     6   26099104   26109518     62      20  122769     -0.21605      0.58553
_SET8_     ENSG00000180573     6   26119373   26144344    137      36  120966      0.66774      0.25215
_SET8_     ENSG00000168298     6   26151559   26162343     31      17  113706       1.7768     0.037798
_SET8_     ENSG00000188987     6   26183938   26194304     49      12  131024       1.1871       0.1176
_SET8_     ENSG00000197409     6   26192068   26204521     76      18  122366     -0.16399      0.56513
_SET8_     ENSG00000196866     6   26194079   26204471     70      17  121942    -0.056756      0.52263
_SET8_     ENSG00000198518     6   26199858   26211266     85      17  127622      0.95331      0.17022
_SET8_     ENSG00000168274     6   26212165   26222711     46      12  115165      0.32056      0.37427
_SET8_     ENSG00000196966     6   26220383   26230844     56      13  121795       -0.179      0.57103
_SET8_     ENSG00000124575     6   26229440   26240216     49      13  115838       1.7572     0.039444
_SET8_     ENSG00000198327     6   26235561   26245976     42      12  125393      0.89859      0.18444
_SET8_     ENSG00000256316     6   26245370   26255835     42      18  114404       1.3327     0.091313
_SET8_     ENSG00000256018     6   26266146   26276612     50      18  120484      0.89951      0.18419
_SET8_     ENSG00000158406     6   26276283   26290762     88      21  121573       3.0102    0.0013055
_SET8_     ENSG00000196787     6   27095832   27108070     58      18   96919       1.9441      0.02594
_SET8_     ENSG00000198339     6   27102076   27113418     46      19   96626       2.3031     0.010636
_SET8_     ENSG00000184825     6   27109861   27120317     57      21  100164       2.4402    0.0073396
_SET8_     ENSG00000196747     6   27770899   27781429     27      12  131884     -0.88948      0.81313
_SET8_     ENSG00000203813     6   27772842   27783314     33      13  124651     -0.96725      0.83329
_SET8_     ENSG00000197238     6   27786884   27797257     55      25  106302       0.3771      0.35305
_SET8_     ENSG00000197914     6   27793952   27804305     38      17  103500      0.48737        0.313
_SET8_     ENSG00000184348     6   27800658   27811117     37      16  121677      0.41053      0.34071
_SET8_     ENSG00000198374     6   27828034   27838606     40      14  131836     -0.31853      0.62496
_SET8_     ENSG00000184357     6   27829570   27840359     42      14  132608     -0.32287       0.6266
_SET8_     ENSG00000182572     6   27834623   27845099     43      15  131260     -0.93614       0.8254
_SET8_     ENSG00000198558     6   27835926   27846289     42      18  125917      -1.4963      0.93271
_SET8_     ENSG00000197153     6   27853093   27865884     61      22  109828      0.28461      0.38797
_SET8_     ENSG00000233224     6   27855477   27865963     49      19  109027      0.25166      0.40065
_SET8_     ENSG00000189298     6   28312691   28341947    132      33  124835      0.42296      0.33616
_SET8_     ENSG00000204713     6   28865779   28896766    175      43  105274       1.4407      0.07484
_SET8_     ENSG00000204681     6   29518406   29606753    533      60  108255     -0.49912      0.69115
_SET8_     ENSG00000204227     6   33171272   33185499     64      28  111792      0.55333      0.29002
_SET8_     ENSG00000204209     6   33281335   33302046     74      24  110169       4.1815   1.4478e-05
_SET8_     ENSG00000137309     6   34199650   34219008    102      38  105571       4.8452   6.3248e-07
_SET8_     ENSG00000124664     6   34500579   34529110    163      39  112399       1.0931      0.13717
_SET8_     ENSG00000112033     6   35305335   35400968    461      56  114515     0.094263      0.46245
_SET8_     ENSG00000010030     6   36317419   36361164    304      76  109135     -0.65671      0.74432
_SET8_     ENSG00000137193     6   37132979   37148202     87      29  103651       -1.006      0.84279
_SET8_     ENSG00000112130     6   37316748   37367514    186      59  100140      0.61352      0.26976
_SET8_     ENSG00000112559     6   41599620   41626984    164      53  115500     -0.87745      0.80988
_SET8_     ENSG00000024048     6   42526800   42666242    438      65  112689      0.11368      0.45475
_SET8_     ENSG00000112658     6   43134037   43154243     73      20  112438     -0.33508      0.63122
_SET8_     ENSG00000124571     6   43485072   43548812    250      46  100876      0.56832      0.28491
_SET8_     ENSG00000112715     6   43732921   43759224    115      43  116584      0.18807      0.42541
_SET8_     ENSG00000124813     6   45290894   45637086   1506     156  115880     -0.40203      0.65617
_SET8_     ENSG00000008196     6   50781436   50820326    153      43  120483      0.34283      0.36586
_SET8_     ENSG00000170927     6   51475098   51957423   2351     132  119826     -0.25209      0.59952
_SET8_     ENSG00000001084     6   53357139   53486768    614     101  121022      -1.1628      0.87754
_SET8_     ENSG00000146147     6   53789780   54136078   1304     107  114761      0.36828      0.35633
_SET8_     ENSG00000151917     6   56814773   56897140    278      39  111700     -0.98008      0.83648
_SET8_     ENSG00000112200     6   56946642   57040105    219      45  107697     -0.56945      0.71547
_SET8_     ENSG00000135312     6   78166948   78178490     45      14  122733       0.8061      0.21009
_SET8_     ENSG00000203877     6   84557985   84572234     47       7  123203     -0.74012      0.77039
_SET8_     ENSG00000112837     6   85392069   85479237    329      48  113360    -0.033715      0.51345
_SET8_     ENSG00000135316     6   86313053   86358510    134      50  112839      0.35865      0.35993
_SET8_     ENSG00000168830     6   87642024   87731349    353      50  118496     -0.10045         0.54
_SET8_     ENSG00000135334     6   88379790   88416927    170      37  110544       1.9163     0.027663
_SET8_     ENSG00000154548     6   89800678   89832800    182      28  112836       1.9939      0.02308
_SET8_     ENSG00000112182     6   90631248   91011627   1471     178  110855      0.14829      0.44106
_SET8_     ENSG00000014123     6   96964471   97008152    130      44  108690      0.72471      0.23432
_SET8_     ENSG00000112238     6  100049606  100068454     68      31  112838     -0.56477      0.71389
_SET8_     ENSG00000187772     6  105399923  105536207    406      73  102623       3.0073    0.0013177
_SET8_     ENSG00000057657     6  106529195  106562814    106      42  110961     -0.86228      0.80573
_SET8_     ENSG00000178409     6  107381386  107441473    238      62  112500      -0.7952      0.78675
_SET8_     ENSG00000112333     6  108482262  108515013     89      38  105703      -1.0622      0.85592
_SET8_     ENSG00000118689     6  108876038  109010977    453      65  113374       3.2688   0.00054002
_SET8_     ENSG00000196591     6  114249192  114337472    317      56  121634      0.67748      0.24905
_SET8_     ENSG00000111816     6  116247312  116386921    502      72  118613       1.8579     0.031592
_SET8_     ENSG00000152661     6  121751838  121775873    105      30  116367       1.9958     0.022977
_SET8_     ENSG00000135547     6  126063810  126087415     73      22  111680      0.15396      0.43882
_SET8_     ENSG00000152894     6  128284924  128846870   1980     160  109031        1.196      0.11585
_SET8_     ENSG00000118526     6  134205276  134221691     81      27  122760      -1.0938      0.86297
_SET8_     ENSG00000118513     6  135497453  135545311    169      50  110130     0.017211      0.49313
_SET8_     ENSG00000029363     6  136573001  136615989    106      38   91615     -0.86992      0.80783
_SET8_     ENSG00000177468     6  137808336  137820531     53      29  112964     -0.72603      0.76609
_SET8_     ENSG00000118503     6  138183351  138209449     84      27  107914     -0.50258      0.69237
_SET8_     ENSG00000164442     6  139688393  139700757     60      28  107593     -0.18349      0.57279
_SET8_     ENSG00000178199     6  149763794  149811197    279      28  122254       3.3057   0.00047363
_SET8_     ENSG00000091831     6  151972826  152455754   2426     194  118962       6.6112   1.9061e-11
_SET8_     ENSG00000112038     6  154326631  154573001   1102     101  120332     -0.89589      0.81484
_SET8_     ENSG00000092820     6  159181773  159245444    335      30  125181     -0.38634      0.65038
_SET8_     ENSG00000185345     6  161763452  163153803   7920     426  118122       1.1455      0.12601
_SET8_     ENSG00000112531     6  163830032  164004628    572      59  115141       1.4457     0.074136
_SET8_     ENSG00000164458     6  166566144  166587188    156      27  127698     -0.22497        0.589
_SET8_     ENSG00000164850     7    1116844    1138451    149      45  112486     0.065344      0.47395
_SET8_     ENSG00000164916     7    4678388    4816074    857     151  101138     -0.33866      0.63257
